code_commune;code_departement;nom_departement;nom_commune;code_prelevement;date_prelevement;conclusion_conformite_prelevement;conformite_limites_bact_prelevement;conformite_limites_pc_prelevement;conformite_references_bact_prelevement;conformite_references_pc_prelevement;qualite_generale
28180;78;Yvelines;GILLES;7800242640;2024-06-11 10:19:00+00:00;"""Les résultats d'analyses de ce prélèvement ont mis en évidence un dép assement de la valeur indicative de 0,9 μg/L sur un métabolite de pesticide non pertinent, n e nécessitant pas de restriction de consommation de l’eau d’après l’expertise de l’Agence Nationale de Séc urité Sanitaire de l'Alimentation, de l'Environnement et du Travail (ANSES). Les autres p aramètres mesurés sont conformes aux exigences de qualité. Un suivi renforcé est mis en place sur ce paramètre. Cette situation nécessite de mettre en oeuvre d’un plan d'actions afin de ré tablir la qualité de l'eau.";C;C;C;C;Conforme aux limites et aux références
28347;78;Yvelines;SAINT-LUBIN-DE-LA-HAYE;7800242644;2024-06-20 13:59:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78003;78;Yvelines;ABLIS;7800244428;2024-12-10 11:38:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78005;78;Yvelines;ACHERES;7800244497;2024-12-13 08:57:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78006;78;Yvelines;ADAINVILLE;7800242395;2024-09-04 11:14:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78007;78;Yvelines;AIGREMONT;7800242355;2024-09-02 11:55:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78009;78;Yvelines;ALLAINVILLE;7800239723;2024-04-03 10:21:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78010;78;Yvelines;ALLUETS-LE-ROI (LES);7800243065;2024-09-23 13:43:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78013;78;Yvelines;ANDELU;7800243634;2024-10-24 14:08:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78015;78;Yvelines;ANDRESY;7800244448;2024-12-11 08:54:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78020;78;Yvelines;ARNOUVILLE-LES-MANTES;7800244352;2024-12-05 09:23:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78029;78;Yvelines;AUBERGENVILLE;7800244641;2024-12-20 09:29:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78030;78;Yvelines;AUFFARGIS;7800243874;2024-11-13 11:07:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78031;78;Yvelines;AUFFREVILLE-BRASSEUIL;7800244444;2024-12-11 08:58:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78033;78;Yvelines;AULNAY-SUR-MAULDRE;7800243752;2024-11-05 10:56:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78034;78;Yvelines;AUTEUIL;7800241447;2024-07-09 12:04:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78036;78;Yvelines;AUTOUILLET;7800240002;2024-04-19 11:11:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78043;78;Yvelines;BAILLY;7800243315;2024-10-04 09:20:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78048;78;Yvelines;BAZAINVILLE;7800244470;2024-12-12 10:09:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78049;78;Yvelines;BAZEMONT;7800243714;2024-10-30 11:34:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78050;78;Yvelines;BAZOCHES-SUR-GUYONNE;7800241184;2024-06-11 10:10:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78053;78;Yvelines;BEHOUST;7800240648;2024-05-28 17:49:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78057;78;Yvelines;BENNECOURT;7800244007;2024-11-20 10:10:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78062;78;Yvelines;BEYNES;7800244262;2024-12-03 10:55:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78068;78;Yvelines;BLARU;7800244443;2024-12-10 08:59:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;S;C;S;C;Conforme aux limites et aux références
78070;78;Yvelines;BOINVILLE-EN-MANTOIS;7800238344;2024-02-08 09:18:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78071;78;Yvelines;BOINVILLE-LE-GAILLARD;7800243679;2024-10-29 14:09:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78072;78;Yvelines;BOINVILLIERS;7800243210;2024-10-01 11:19:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78073;78;Yvelines;BOIS-D'ARCY;7800244510;2024-12-13 10:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78076;78;Yvelines;BOISSETS;7800244348;2024-12-05 13:03:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78077;78;Yvelines;BOISSIERE-ECOLE (LA);7800241311;2024-07-02 11:47:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78082;78;Yvelines;BOISSY-MAUVOISIN;7800243659;2024-10-28 11:21:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78084;78;Yvelines;BOISSY-SANS-AVOIR;7800240351;2024-05-13 11:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78087;78;Yvelines;BONNELLES;7800244485;2024-12-12 14:11:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78089;78;Yvelines;BONNIERES-SUR-SEINE;7800244427;2024-12-10 10:18:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78090;78;Yvelines;BOUAFLE;7800244240;2024-12-02 10:12:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
78092;78;Yvelines;BOUGIVAL;7800244162;2024-11-26 10:54:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;C;C;C;C;Conforme aux limites et aux références
