DPT du siège de la coll.;Id SISPEA de la collectivité;Nom collectivité;Type collectivité;Id SISPEA de l'entité de gestion;Nom de l'entité de gestion;Mode de gestion;Pop de l'entité de gestion sans double compte;Statut;D101.0;Verif_D101.0;CalculAuto_D101.0;D102.0;Verif_D102.0;CalculAuto_D102.0;VP.056;VP.190;VP.177;VP.216;VP.179;VP.178;VP.219;VP.215;VP.214;VP.191;VP.175;VP.213;VP.229;DC.184;Borne inférieure Tranche 1 (part collectivité);Borne supérieure Tranche 1 (part collectivité);Prix Tranche 1 (part collectivité);Borne inférieure Tranche 2 (part collectivité);Borne supérieure Tranche 2 (part collectivité);Prix Tranche 2 (part collectivité);Borne inférieure Tranche 3 (part collectivité);Borne supérieure Tranche 3 (part collectivité);Prix Tranche 3 (part collectivité);Borne inférieure Tranche 4 (part collectivité);Borne supérieure Tranche 4 (part collectivité);Prix Tranche 4 (part collectivité);Borne inférieure Tranche 5 (part collectivité);Borne supérieure Tranche 5 (part collectivité);Prix Tranche 5 (part collectivité);Borne inférieure Tranche 6 (part collectivité);Borne supérieure Tranche 6 (part collectivité);Prix Tranche 6 (part collectivité);Borne inférieure Tranche 7 (part collectivité);Borne supérieure Tranche 7 (part collectivité);Prix Tranche 7 (part collectivité);Borne inférieure Tranche 8 (part collectivité);Borne supérieure Tranche 8 (part collectivité);Prix Tranche 8 (part collectivité);Borne inférieure Tranche 9 (part collectivité);Borne supérieure Tranche 9 (part collectivité);Prix Tranche 9 (part collectivité);Borne inférieure Tranche 10 (part collectivité);Borne supérieure Tranche 10 (part collectivité);Prix Tranche 10 (part collectivité);Borne inférieure Tranche 1 (part délégataire);Borne supérieure Tranche 1 (part délégataire);Prix Tranche 1 (part délégataire);Borne inférieure Tranche 2 (part délégataire);Borne supérieure Tranche 2 (part délégataire);Prix Tranche 2 (part délégataire);Borne inférieure Tranche 3 (part délégataire);Borne supérieure Tranche 3 (part délégataire);Prix Tranche 3 (part délégataire);Borne inférieure Tranche 4 (part délégataire);Borne supérieure Tranche 4 (part délégataire);Prix Tranche 4 (part délégataire);Borne inférieure Tranche 5 (part délégataire);Borne supérieure Tranche 5 (part délégataire);Prix Tranche 5 (part délégataire);Borne inférieure Tranche 6 (part délégataire);Borne supérieure Tranche 6 (part délégataire);Prix Tranche 6 (part délégataire);Borne inférieure Tranche 7 (part délégataire);Borne supérieure Tranche 7 (part délégataire);Prix Tranche 7 (part délégataire);Borne inférieure Tranche 8 (part délégataire);Borne supérieure Tranche 8 (part délégataire);Prix Tranche 8 (part délégataire);Borne inférieure Tranche 9 (part délégataire);Borne supérieure Tranche 9 (part délégataire);Prix Tranche 9 (part délégataire);Borne inférieure Tranche 10 (part délégataire);Borne supérieure Tranche 10 (part délégataire);Prix Tranche 10 (part délégataire)
001;CollectivityId=182027;Lompnas;Commune;ServiceId=182485;eau potable;Régie;163;Vérifié;168;Sans anomalie apparente;0;1,33;Sans anomalie apparente;1;113;;;0,29;34,8;124,4;;;;50;168;0;1,49;12077,81;0;;0,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182198;SIE Ain Suran Revermont;Syndicat Intercommunal à Vocation Unique;ServiceId=182720;eau potable : ex : Ain Suran Revermont;Délégation;15669;Confirmé / publié;16112;Sans anomalie apparente;0;2,2;Sans anomalie apparente;1;8196;32,8;87,94;0,29;55,13;120,35;0;0,055;0;45;16112;5,5;1,97;;0;120;0,6279;120;;;;;;;;;;;;;;;;;;;;;;;;;;;0;120;0,4595;120;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181912;Brion;Commune;ServiceId=182322;eau potable : distribution;Régie;261;En cours de saisie;530;Sans anomalie apparente;0;1,41683333333333;Non vérifié;1;256;0;0;0,29;43,66;126,36;0;0;0;10,44;530;5,5;2,0703125;38027;0;;0,966;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181886;Béligneux;Commune;ServiceId=182279;eau potable : eau potable;Délégation;3392;Confirmé / publié;3862;Sans anomalie apparente;0;1,37;Sans anomalie apparente;0;1168;30,26;71,42;0,29;50,42;42,02;;0,059;;7,32;3862;5,5;3,31;262490;0;;0,2892;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,343;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182214;SIE Rossillon Cheignieu la Balme;Syndicat Intercommunal à Vocation Unique;ServiceId=182737;eau potable;Délégation;299;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182005;Izenave;Commune;ServiceId=182452;eau potable;Régie;58;En cours de saisie;175;Non vérifié;0;2,44;Non vérifié;1;97;;;0,29;34,8;258,3;;;;18,3;175;0;1,8;;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182218;SIE Veyle Chalaronne;Syndicat Intercommunal à Vocation Unique;ServiceId=182741;eau potable : Perimetre Ex Veyle Chalaronne;Délégation;15301;Confirmé / publié;15195;Sans anomalie apparente;0;2,26;Sans anomalie apparente;0;6979;31,12;77,24;0,29;56,24;137,4;0;0,061;0;45;15195;5,5;2,18;;0;;0,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,3843;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182081;Pollieu;Commune;ServiceId=182776;eau potable;Régie;81;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182194;Virignin;Commune;ServiceId=182714;eau potable;Délégation;1024;Confirmé / publié;1083;Sans anomalie apparente;0;1,68;Sans anomalie apparente;1;502;51,12;111,6;0,29;55,03;34,5;0;0,0812;0;15,3;1083;5,5;2,16;;0;120;0,16;120;;;;;;;;;;;;;;;;;;;;;;;;;;;0;120;0,504;120;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182228;SIE DE LA SEREINE;Syndicat Intercommunal à Vocation Unique;ServiceId=182754;eau potable;Régie;2668;En cours de saisie;770;Non vérifié;0;;Non vérifié;1;770;;;0,29;;;;;;;770;;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182206;SIE Faramans?Rignieux le Franc-St Eloi;Syndicat Intercommunal à Vocation Unique;ServiceId=182729;eau potable;Délégation;3683;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182058;Nantua;Commune;ServiceId=182781;eau potable : distribution;Délégation;1843;En attente de saisie;3686;Non vérifié;0;1,87;Non vérifié;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182075;Peyrieu;Commune;ServiceId=182554;eau potable;Délégation;845;Confirmé / publié;853;Sans anomalie apparente;0;1,99;Sans anomalie apparente;0;454;27,12;75,24;0,29;58,91;140;;0,0818;;8;853;5,5;1,88;;0;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,401;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182201;SIE Bas Valromey;Syndicat Intercommunal à Vocation Unique;ServiceId=182723;eau potable;Régie;992;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182078;Plagne;Commune;ServiceId=182559;eau potable;Régie;131;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182006;Izernore;Commune;ServiceId=182454;eau potable : izernore;Régie;1194;Confirmé / publié;2400;Sans anomalie apparente;0;1,54;Sans anomalie apparente;1;940;;;0,29;51,65;133,48;0;0,06;0;22;2400;5,5;2,55;;0;;0,552;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182163;Souclin;Commune;ServiceId=182668;eau potable;Régie;269;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181921;Chaley;Commune;ServiceId=182338;eau potable;Régie;150;En cours de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182077;Pizay;Commune;ServiceId=182557;eau potable;Régie;384;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182067;Oyonnax;Commune;ServiceId=182773;eau potable;Régie;11437;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
