DPT du siège de la coll.;Id SISPEA de la collectivité;Nom collectivité;Type collectivité;Id SISPEA de l'entité de gestion;Nom de l'entité de gestion;Mode de gestion;Pop de l'entité de gestion sans double compte;Statut;D101.0;Verif_D101.0;CalculAuto_D101.0;D102.0;Verif_D102.0;CalculAuto_D102.0;VP.056;VP.190;VP.177;VP.216;VP.179;VP.178;VP.219;VP.215;VP.214;VP.191;VP.175;VP.213;VP.229;DC.184;Borne inférieure Tranche 1 (part collectivité);Borne supérieure Tranche 1 (part collectivité);Prix Tranche 1 (part collectivité);Borne inférieure Tranche 2 (part collectivité);Borne supérieure Tranche 2 (part collectivité);Prix Tranche 2 (part collectivité);Borne inférieure Tranche 3 (part collectivité);Borne supérieure Tranche 3 (part collectivité);Prix Tranche 3 (part collectivité);Borne inférieure Tranche 4 (part collectivité);Borne supérieure Tranche 4 (part collectivité);Prix Tranche 4 (part collectivité);Borne inférieure Tranche 5 (part collectivité);Borne supérieure Tranche 5 (part collectivité);Prix Tranche 5 (part collectivité);Borne inférieure Tranche 6 (part collectivité);Borne supérieure Tranche 6 (part collectivité);Prix Tranche 6 (part collectivité);Borne inférieure Tranche 7 (part collectivité);Borne supérieure Tranche 7 (part collectivité);Prix Tranche 7 (part collectivité);Borne inférieure Tranche 8 (part collectivité);Borne supérieure Tranche 8 (part collectivité);Prix Tranche 8 (part collectivité);Borne inférieure Tranche 9 (part collectivité);Borne supérieure Tranche 9 (part collectivité);Prix Tranche 9 (part collectivité);Borne inférieure Tranche 10 (part collectivité);Borne supérieure Tranche 10 (part collectivité);Prix Tranche 10 (part collectivité);Borne inférieure Tranche 1 (part délégataire);Borne supérieure Tranche 1 (part délégataire);Prix Tranche 1 (part délégataire);Borne inférieure Tranche 2 (part délégataire);Borne supérieure Tranche 2 (part délégataire);Prix Tranche 2 (part délégataire);Borne inférieure Tranche 3 (part délégataire);Borne supérieure Tranche 3 (part délégataire);Prix Tranche 3 (part délégataire);Borne inférieure Tranche 4 (part délégataire);Borne supérieure Tranche 4 (part délégataire);Prix Tranche 4 (part délégataire);Borne inférieure Tranche 5 (part délégataire);Borne supérieure Tranche 5 (part délégataire);Prix Tranche 5 (part délégataire);Borne inférieure Tranche 6 (part délégataire);Borne supérieure Tranche 6 (part délégataire);Prix Tranche 6 (part délégataire);Borne inférieure Tranche 7 (part délégataire);Borne supérieure Tranche 7 (part délégataire);Prix Tranche 7 (part délégataire);Borne inférieure Tranche 8 (part délégataire);Borne supérieure Tranche 8 (part délégataire);Prix Tranche 8 (part délégataire);Borne inférieure Tranche 9 (part délégataire);Borne supérieure Tranche 9 (part délégataire);Prix Tranche 9 (part délégataire);Borne inférieure Tranche 10 (part délégataire);Borne supérieure Tranche 10 (part délégataire);Prix Tranche 10 (part délégataire)
001;CollectivityId=182185;Villebois;Commune;ServiceId=182700;eau potable;Régie;1173;En cours de saisie;1213;Non vérifié;0;1,51;Non vérifié;1;759;;;0,28;43,04;138;;;;30;1213;5,5;1,6;108647;0;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=270434;Syndicat des eaux Dombes Cotiere;Syndicat Intercommunal à Vocation Unique;ServiceId=270474;eau potable : ex : SIE Faramans Rignieux le Franc-St Eloi;Délégation;3788;Confirmé / publié;4029;Sans anomalie apparente;0;2,5;Sans anomalie apparente;1;1874;49,4;124,16;0,28;53,54;121,86;;0,036;;44,22;4029;5,5;2,15;569838;0;;0,647;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,623;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=196920;COMMUNAUTE DE COMMUNES DE MIRIBEL ET DU PLATEAU;Communauté de communes;ServiceId=270234;eau potable;Délégation;21070;Confirmé / publié;21608;Présomption d'anomalie;0;1,77;Sans anomalie apparente;1;9922;14,7;82,78;0,28;52,44;76,59;;0,065;;20,5;21608;5,5;2,18;1881200;0;;0,4674;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,5673;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=270434;Syndicat des eaux Dombes Cotiere;Syndicat Intercommunal à Vocation Unique;ServiceId=270514;eau potable : ex : SIE MEXIMIEUX ET COTIÈRE;Délégation;13963;Confirmé / publié;14640;Sans anomalie apparente;0;1,58;Sans anomalie apparente;1;6949;20,38;70,66;0,28;54,54;64,66;;0,092;;3,46;14640;5,5;2,11;1163996;0;;0,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,419;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182013;Labalme;Commune;ServiceId=182769;eau potable;Régie;105;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=277314;COMMUNAUTE DE COMMUNES DU PAYS BELLEGARDIEN;Communauté de communes;ServiceId=282334;eau potable;Régie;13314;Confirmé / publié;21865;Sans anomalie apparente;0;2,47;Sans anomalie apparente;1;12048;;;0,28;55,04;241,2;0;0,05;0;60;21865;5,5;1,81;3516513,4;0;;1,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182141;Saint-Rambert-en-Bugey;Commune;ServiceId=182637;eau potable;Délégation;2269;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181946;Cleyzieu;Commune;ServiceId=182376;eau potable;Régie;136;Confirmé / publié;136;Sans anomalie apparente;0;1,66;Sans anomalie apparente;1;117;;;0,28;44;155,52;0;0;0;25,92;136;5,5;1,16;11139,83;0;;1,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181921;Chaley;Commune;ServiceId=182338;eau potable;Régie;130;Vérifié;152;Sans anomalie apparente;0;2,11;Sans anomalie apparente;1;147;;;0,28;46,78;206;0;0;0;68;152;5,5;1,03;64,5;0;;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182163;Souclin;Commune;ServiceId=182668;eau potable;Régie;273;Confirmé / publié;279;Sans anomalie apparente;0;1,61;Sans anomalie apparente;1;169;;;0,28;33,6;160,13;0;;0;40,13;279;0;1,65;18269,94;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
