DPT du siège de la coll.;Id SISPEA de la collectivité;Nom collectivité;Type collectivité;Id SISPEA de l'entité de gestion;Nom de l'entité de gestion;Mode de gestion;Pop de l'entité de gestion sans double compte;Statut;D101.0;Verif_D101.0;CalculAuto_D101.0;D102.0;Verif_D102.0;CalculAuto_D102.0;VP.056;VP.190;VP.177;VP.216;VP.179;VP.178;VP.219;VP.215;VP.214;VP.191;VP.175;VP.213;VP.229;DC.184;Borne inférieure Tranche 1 (part collectivité);Borne supérieure Tranche 1 (part collectivité);Prix Tranche 1 (part collectivité);Borne inférieure Tranche 2 (part collectivité);Borne supérieure Tranche 2 (part collectivité);Prix Tranche 2 (part collectivité);Borne inférieure Tranche 3 (part collectivité);Borne supérieure Tranche 3 (part collectivité);Prix Tranche 3 (part collectivité);Borne inférieure Tranche 4 (part collectivité);Borne supérieure Tranche 4 (part collectivité);Prix Tranche 4 (part collectivité);Borne inférieure Tranche 5 (part collectivité);Borne supérieure Tranche 5 (part collectivité);Prix Tranche 5 (part collectivité);Borne inférieure Tranche 6 (part collectivité);Borne supérieure Tranche 6 (part collectivité);Prix Tranche 6 (part collectivité);Borne inférieure Tranche 7 (part collectivité);Borne supérieure Tranche 7 (part collectivité);Prix Tranche 7 (part collectivité);Borne inférieure Tranche 8 (part collectivité);Borne supérieure Tranche 8 (part collectivité);Prix Tranche 8 (part collectivité);Borne inférieure Tranche 9 (part collectivité);Borne supérieure Tranche 9 (part collectivité);Prix Tranche 9 (part collectivité);Borne inférieure Tranche 10 (part collectivité);Borne supérieure Tranche 10 (part collectivité);Prix Tranche 10 (part collectivité);Borne inférieure Tranche 1 (part délégataire);Borne supérieure Tranche 1 (part délégataire);Prix Tranche 1 (part délégataire);Borne inférieure Tranche 2 (part délégataire);Borne supérieure Tranche 2 (part délégataire);Prix Tranche 2 (part délégataire);Borne inférieure Tranche 3 (part délégataire);Borne supérieure Tranche 3 (part délégataire);Prix Tranche 3 (part délégataire);Borne inférieure Tranche 4 (part délégataire);Borne supérieure Tranche 4 (part délégataire);Prix Tranche 4 (part délégataire);Borne inférieure Tranche 5 (part délégataire);Borne supérieure Tranche 5 (part délégataire);Prix Tranche 5 (part délégataire);Borne inférieure Tranche 6 (part délégataire);Borne supérieure Tranche 6 (part délégataire);Prix Tranche 6 (part délégataire);Borne inférieure Tranche 7 (part délégataire);Borne supérieure Tranche 7 (part délégataire);Prix Tranche 7 (part délégataire);Borne inférieure Tranche 8 (part délégataire);Borne supérieure Tranche 8 (part délégataire);Prix Tranche 8 (part délégataire);Borne inférieure Tranche 9 (part délégataire);Borne supérieure Tranche 9 (part délégataire);Prix Tranche 9 (part délégataire);Borne inférieure Tranche 10 (part délégataire);Borne supérieure Tranche 10 (part délégataire);Prix Tranche 10 (part délégataire)
001;CollectivityId=181935;Châtillon-sur-Chalaronne;Commune;ServiceId=182361;eau potable;Délégation;5166;En cours de saisie;5166;Non vérifié;0;2,41;Non vérifié;0;2622;;;;;;;;;;5166;;1,97;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182211;SIE Nord Est de Lyon;Syndicat Intercommunal à Vocation Unique;ServiceId=182734;eau potable;Délégation;20399;En attente de saisie;20399;Non vérifié;0;1,6421;Non vérifié;0;9285;;;;;;;;;;20399;;2,19698438341411;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182230;SIVU DE LA COMBE DE VAUX;Syndicat Intercommunal à Vocation Unique;ServiceId=182756;eau potable;Régie;1459;En attente de saisie;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182136;Saint-Maurice-de-Gourdans;Commune;ServiceId=182630;eau potable;Délégation;2511;Confirmé / publié;2511;Sans anomalie apparente;0;2,15;Sans anomalie apparente;0;1110;43,17;85,96;0,29;54,14;118,02;0;0,049;0;24;2511;5,5;2,26;256760;0;;0,7835;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,3566;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182001;HOSTIAS;Commune;ServiceId=182766;eau potable (HOSTIAS);Délégation;85;En cours de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182110;Saint-Champ;Commune;ServiceId=182597;eau potable (Saint-Champ);Délégation;152;En attente de saisie;;Non vérifié;1;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182161;SONGIEU;Commune;ServiceId=182664;eau potable (SONGIEU);Régie;66;En cours de saisie;115;Non vérifié;0;1,35;Non vérifié;0;;0;0;0,29;34,8;126,8;0;0;0;50;115;0;;;0;;0,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182239;SIVOM DU LAC DE SYLANS;Syndicat Intercommunal à Vocations Multiples;ServiceId=182780;eau potable : distribution;Délégation;698;En attente de saisie;;Non vérifié;1;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182233;SIE DU BAS BUGEY;Syndicat Intercommunal à Vocation Unique;ServiceId=182759;eau potable;Régie;1156;En attente de saisie;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182206;SIE Faramans?Rignieux le Franc-St Eloi;Syndicat Intercommunal à Vocation Unique;ServiceId=182729;eau potable;Délégation;3587;En attente de saisie;;Non vérifié;1;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
