DPT du siège de la coll.;Id SISPEA de la collectivité;Nom collectivité;Type collectivité;Id SISPEA de l'entité de gestion;Nom de l'entité de gestion;Mode de gestion;Pop de l'entité de gestion sans double compte;Statut;D101.0;Verif_D101.0;CalculAuto_D101.0;D102.0;Verif_D102.0;CalculAuto_D102.0;VP.056;VP.190;VP.177;VP.216;VP.179;VP.178;VP.219;VP.215;VP.214;VP.191;VP.175;VP.213;VP.229;DC.184;Borne inférieure Tranche 1 (part collectivité);Borne supérieure Tranche 1 (part collectivité);Prix Tranche 1 (part collectivité);Borne inférieure Tranche 2 (part collectivité);Borne supérieure Tranche 2 (part collectivité);Prix Tranche 2 (part collectivité);Borne inférieure Tranche 3 (part collectivité);Borne supérieure Tranche 3 (part collectivité);Prix Tranche 3 (part collectivité);Borne inférieure Tranche 4 (part collectivité);Borne supérieure Tranche 4 (part collectivité);Prix Tranche 4 (part collectivité);Borne inférieure Tranche 5 (part collectivité);Borne supérieure Tranche 5 (part collectivité);Prix Tranche 5 (part collectivité);Borne inférieure Tranche 6 (part collectivité);Borne supérieure Tranche 6 (part collectivité);Prix Tranche 6 (part collectivité);Borne inférieure Tranche 7 (part collectivité);Borne supérieure Tranche 7 (part collectivité);Prix Tranche 7 (part collectivité);Borne inférieure Tranche 8 (part collectivité);Borne supérieure Tranche 8 (part collectivité);Prix Tranche 8 (part collectivité);Borne inférieure Tranche 9 (part collectivité);Borne supérieure Tranche 9 (part collectivité);Prix Tranche 9 (part collectivité);Borne inférieure Tranche 10 (part collectivité);Borne supérieure Tranche 10 (part collectivité);Prix Tranche 10 (part collectivité);Borne inférieure Tranche 1 (part délégataire);Borne supérieure Tranche 1 (part délégataire);Prix Tranche 1 (part délégataire);Borne inférieure Tranche 2 (part délégataire);Borne supérieure Tranche 2 (part délégataire);Prix Tranche 2 (part délégataire);Borne inférieure Tranche 3 (part délégataire);Borne supérieure Tranche 3 (part délégataire);Prix Tranche 3 (part délégataire);Borne inférieure Tranche 4 (part délégataire);Borne supérieure Tranche 4 (part délégataire);Prix Tranche 4 (part délégataire);Borne inférieure Tranche 5 (part délégataire);Borne supérieure Tranche 5 (part délégataire);Prix Tranche 5 (part délégataire);Borne inférieure Tranche 6 (part délégataire);Borne supérieure Tranche 6 (part délégataire);Prix Tranche 6 (part délégataire);Borne inférieure Tranche 7 (part délégataire);Borne supérieure Tranche 7 (part délégataire);Prix Tranche 7 (part délégataire);Borne inférieure Tranche 8 (part délégataire);Borne supérieure Tranche 8 (part délégataire);Prix Tranche 8 (part délégataire);Borne inférieure Tranche 9 (part délégataire);Borne supérieure Tranche 9 (part délégataire);Prix Tranche 9 (part délégataire);Borne inférieure Tranche 10 (part délégataire);Borne supérieure Tranche 10 (part délégataire);Prix Tranche 10 (part délégataire)
001;CollectivityId=182197;COMMUNAUTE D'AGGLOMERATION DU PAYS DE GEX;Communauté d'agglomération;ServiceId=182719;eau potable;Régie;89702;Confirmé / publié;97175;Sans anomalie apparente;0;2;Sans anomalie apparente;1;33054;;;0,27;52,2;187,26;;0,061;;36,3;97175;5,5;2,94;;0;;1,258;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=220100;Haut Valromey;Commune;ServiceId=182777;eau potable (LE GRAND-ABERGEMENT);Régie;146;Confirmé / publié;115;Sans anomalie apparente;0;2,54;Sans anomalie apparente;1;66;;;0,27;48,31;256,8;;;;90;115;5,5;1,74;14430,7;0;;1,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181893;Béon;Commune;ServiceId=182291;eau potable (Béon);Régie;481;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181949;Conand;Commune;ServiceId=182380;eau potable;Régie;120;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182156;Serrières-sur-Ain;Commune;ServiceId=182658;eau potable;Régie;127;Confirmé / publié;;Présomption d'anomalie;0;2,19;Sans anomalie apparente;1;136;;;0,27;32,4;231;;0;;92,4;;0;;;0;;1,155;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182123;Saint-Jean-de-Niost;Commune;ServiceId=182612;eau potable;Délégation;1463;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182124;Saint-Jean-le-Vieux;Commune;ServiceId=182614;eau potable;Régie;1765;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=260583;Surjoux-Lhopital;Commune;ServiceId=182671;eau potable (Surjoux);Régie;0;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182120;Saint-Germain-de-Joux;Commune;ServiceId=182607;eau potable;Régie;494;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181987;Flaxieu;Commune;ServiceId=182775;eau potable;Régie;32;Vérifié;66;Sans anomalie apparente;0;2,15;Présomption d'anomalie;1;45;;;0,29;48,22;209,2;;;;43,6;66;5,5;1,47;;0;;1,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=270094;SYNDICAT DE DISTRIBUTION D'EAU POTABLE BRESSE SURAN REVERMONT;Syndicat Mixte;ServiceId=271114;eau potable : Bresse Revermont;Délégation;9377;Confirmé / publié;9119;Sans anomalie apparente;0;2,19;Sans anomalie apparente;1;4791;26,08;69,28;0,27;57,62;135,6;;0,0961;;42;9119;5,5;1,9;;0;;0,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182127;Sainte-Julie;Commune;ServiceId=182618;eau potable;Régie;975;Confirmé / publié;1018;Sans anomalie apparente;0;1,48;Sans anomalie apparente;1;464;;;0,27;32,4;145,2;0;0;0;30;1018;0;2,19;72447,57;0;;0,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182036;Marignieu;Commune;ServiceId=182500;eau potable;Délégation;179;Confirmé / publié;175;Sans anomalie apparente;0;2,85;Sans anomalie apparente;1;104;20,87;191,99;0,27;62,98;87,34;0;0,1061;0;21,34;175;5,5;1,68;18205;0;;0,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1,426;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182229;SIE DE LA RÉGION D'AMBÉRIEU EN BUGEY;Syndicat Intercommunal à Vocation Unique;ServiceId=182755;eau potable;Régie;24100;Confirmé / publié;24204;Sans anomalie apparente;0;1,42;Sans anomalie apparente;1;12574;;;0,27;49,06;120,86;0;0,065;0;28,46;24204;5,5;1,92;1864417;0;;0,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=212296;Haut Bugey Agglomération (HBA);Communauté d'agglomération;ServiceId=182627;eau potable : ST Martin du Frene DSP;Délégation;564;Confirmé / publié;1100;Sans anomalie apparente;0;2,68;Sans anomalie apparente;1;492;35,19;179,01;0,27;49,18;93,6;;;;30;1100;5,5;2,24;92247;0;;0,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1,1985;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182025;Lhuis;Commune;ServiceId=182482;eau potable;Régie;904;Confirmé / publié;910;Sans anomalie apparente;0;1,44;Sans anomalie apparente;1;519;;;0,27;32,4;140,6;0;0;0;47;910;0;1,75;65357,09;0;300;0,78;300;1000;0,74;1000;1500;0,65;1500;2000;0,58;2000;;0,52;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=256554;SYNDICAT D'EAU POTABLE BRESSE DOMBES SAONE;Syndicat Intercommunal à Vocation Unique;ServiceId=182726;eau potable : Perimetre Ex SIE Dombes Saone;Délégation;48007;Confirmé / publié;50147;Sans anomalie apparente;0;2,15;Sans anomalie apparente;1;22011;32,73;80,13;0,27;54,31;123,99;0;0,0703;0;0;50147;5,5;2,28;;0;30;0,233;30;;1,3;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,395;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181954;Contrevoz;Commune;ServiceId=182386;eau potable;Délégation;523;Confirmé / publié;510;Sans anomalie apparente;0;2,42;Sans anomalie apparente;1;324;65,26;146,02;0,27;67,42;76,44;;0,1659;;12;510;5,5;1,57;69976;0;;0,537;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,673;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=270094;SYNDICAT DE DISTRIBUTION D'EAU POTABLE BRESSE SURAN REVERMONT;Syndicat Mixte;ServiceId=271094;eau potable : Moyenne Reyssouze;Délégation;4662;Confirmé / publié;5646;Sans anomalie apparente;0;2,05;Sans anomalie apparente;1;2810;29,46;75,42;0,27;52,06;118;;0,0572;;46;5646;5,5;2,01;;0;;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,383;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182214;SIE Rossillon Cheignieu la Balme;Syndicat Intercommunal à Vocation Unique;ServiceId=182737;eau potable;Délégation;296;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=212296;Haut Bugey Agglomération (HBA);Communauté d'agglomération;ServiceId=259234;eau potable : Régie (toutes communes sauf DSP);Régie;50480;Confirmé / publié;57436;Sans anomalie apparente;0;2,18;Sans anomalie apparente;1;23968;;;0,27;53,63;208,56;;0,063;;30;57436;5,5;2,4;5570292,03;0;;1,488;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181913;Briord;Commune;ServiceId=182324;eau potable;Régie;987;Confirmé / publié;1060;Sans anomalie apparente;0;2,03;Sans anomalie apparente;1;525;;;0,27;45,07;198;0;0;0;60;1060;5,5;2,02;111617;0;;1,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181910;Brens;Commune;ServiceId=182318;eau potable;Délégation;1214;Confirmé / publié;1193;Sans anomalie apparente;0;1,62;Sans anomalie apparente;1;524;42,84;90,24;0,27;56,22;48;0;0,114;0;12;1193;5,5;2,28;88168;0;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,395;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182199;SIE Ain Veyle Revermont;Syndicat Intercommunal à Vocation Unique;ServiceId=182721;eau potable;Délégation;17314;Confirmé / publié;17384;Sans anomalie apparente;0;2,53;Sans anomalie apparente;1;8698;30,77;78,53;0,27;60,84;164,4;;0,105;;66;17384;5,5;2;2345925;0;;0,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;120;0,398;120;;0,398;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181875;Armix;Commune;ServiceId=182266;eau potable;Régie;23;Confirmé / publié;44;Sans anomalie apparente;0;1,56;Sans anomalie apparente;1;31;;;0,27;32,4;155;0;0;0;35;44;0;1,42;2554;0;250;1;250;;0,5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=220334;Groslée-Saint-Benoit;Commune;ServiceId=182442;eau potable (GROSLEE);Régie;404;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=182049;Montagnieu;Commune;ServiceId=182518;eau potable;Régie;597;Confirmé / publié;647;Sans anomalie apparente;0;2,22;Sans anomalie apparente;1;364;;;0,27;46,31;220,6;;;;85;647;5,5;1,78;73944,02;0;;1,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=260583;Surjoux-Lhopital;Commune;ServiceId=182480;eau potable (Lhôpital);Régie;0;En attente de saisie;;Non vérifié;0;;Non vérifié;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001;CollectivityId=181918;Ceyzérieu;Commune;ServiceId=182333;eau potable;Régie;1043;Confirmé / publié;1007;Sans anomalie apparente;0;1,28;Sans anomalie apparente;1;642;;;0,27;32,4;121,2;;;;19,2;1007;0;1,57;;0;;0,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
